TimeStamp,x.1,y.1,z.1,x.2,y.2,z.2
1534109186500000000,-0.009180866734832,-0.01931062061339,-0.005544946156442999,-0.11107756937838298,0.08846528120346,-9.69814300537
1534109186600000000,-0.0052131906850267,0.0051620422862480005,-0.0019448435981879997,-0.02376869823787,0.06418026015162001,-9.812906169891999
1534109186700000000,-0.010832399187972882,-0.0177950616926,-0.005345810763531,0.00480305597144951,0.10358452368527,-9.762623882290999
1534109186800000000,-0.0036279294639784,0.03579953834413557,-0.0019854493817510997,-0.09123552739637,0.023464069655163,-9.714985275265999
1534109186900000000,-0.0057043333072260005,-0.005707444995663,-0.0037373976432718004,-0.08685964122414,0.10402161851534,-9.781234455108
1534109187000000000,-0.013972204085431001,-0.014575812802631,-0.002455786126661,-0.022746429964900002,0.08676452413207,-9.747528457643
1534109187100000000,-0.00481098890305,0.011347701074550002,-0.0037767552304919993,-0.08150551673025,0.034970856783887005,-9.747573375703
1534109187200000000,-0.009025783001557,-0.01917392238974,-0.003061388269998,-0.03648129403589,0.11982509009525999,-9.767797470093
1534109187300000000,-0.008460488915441999,0.0022528489120200008,-0.005363244714672,-0.06475507766005,0.03996089026341,-9.72700338363
1534109187400000000,-0.011031143879513,-0.00032411999417849907,-0.0024441818357441997,-0.02951393947013,0.08575508007789,-9.756743431092
1534109187500000000,-0.006644875276838299,0.013554506748917,-0.0033070151344789995,-0.05835337992753,0.07664035642509551,-9.779832839973
1534109187600000000,-0.008091051585508,-0.027117825113258,-0.004995689343188199,0.02457533627754,0.064786710869511,-9.693704128263999
1534109187700000000,-0.0098733972263226,0.046540003689,-0.0024974161758949997,-0.08138403836623001,0.10122569887903002,-9.833311080938
1534109187800000000,0.136996493313879,-0.1320402809419,-0.009564608614887001,-0.20884070508167002,0.12881101220840002,-12.170786571499999
1534109187900000000,0.12549977079042002,0.17427104115476,-0.030412795627492002,-0.15911971963937002,-0.06016635373229,-11.26503505708
1534109188000000000,-0.4346715241672,0.0010652900555360972,-0.013378422334782,-0.044601611793169994,0.049084265856155,-9.760757732395
1534109188100000000,-0.18319547856222002,-0.2723936140537,-0.0031103227054649994,-0.13531691003599,0.17735926539169702,-9.006074333192
1534109188200000000,0.0710568649577751,0.104926958354186,0.038649204745895,-0.24537344574939998,0.0822030268609,-8.990236091613
1534109188300000000,-0.1885364167393,0.0715480736632212,0.04252252057197,-0.0867039918901,0.07998738884913,-9.210176086425
1534109188400000000,0.15134019870314,-0.12364029362797,0.04436058104038,-0.14368711551655802,0.12824194431313002,-9.265494060518
1534109188500000000,0.17251256331815,-0.0336220530909345,0.025872331205763998,-0.13558059204374,0.067410591338114,-9.039168357849
1534109188600000000,-0.023144576000045998,-0.07377986311916,0.03822718039154,-0.07745248712592001,0.06979335509243,-9.253104496001999
1534109188700000000,0.05882053654639,-0.09773736298088001,0.05818833522498,-0.06957034021610001,0.13083611223848,-9.493959236138
1534109188800000000,0.10924586653710999,0.0644542371854,0.05645104683937,-0.10603533284737501,0.14277505446218,-9.740392494201
1534109188900000000,0.15089303329602,0.110894130915593,0.03153006269131,-0.05618150755761,0.08313796948641,-9.660652828208999
1534109189000000000,0.021964386524644,-0.068015852104894,0.022581109008748,-0.15706511586913,0.10916760424147401,-9.598622512816998
1534109189100000000,-0.012432617694139999,0.0170808485010635,0.0110697572119501,-0.14599883146592002,0.05847558174281,-9.795027923578001
1534109189200000000,-0.06350731831039999,0.031027046591,0.025368170346331022,-0.12590045556427,0.07411914076658,-10.010132408142999
1534109189300000000,-0.7544142037631001,1.0257465004931,-0.0044966757530265,-0.26533691845836,0.019166459143169993,-10.511293315889
1534109189400000000,-0.9931517958625999,0.5914071559905001,-0.08908980693657001,-0.0013551641256699886,-0.0032992091030800085,-10.492004966728
1534109189500000000,-0.6252406328921001,0.27102784179145,-0.17261624485260002,0.09426078032698,0.30269815772770003,-10.38473491667
1534109189600000000,0.171503281872656,-0.46624553799630003,-0.1924189671874,0.018799183890110004,0.25389595776786,-10.123904991157
1534109189700000000,0.7964621186256,-0.6947009980679001,-0.1744849145413,-0.03723548501726,0.16577716693281,-10.262367343902
1534109189800000000,0.5961151093244,-0.4127824604511,-0.20453473627559998,-0.07147349938729,0.208807549625583,-9.941759490958
1534109189900000000,0.3985485762358,0.01341332467268,-0.23574642837050003,0.07270846851165,0.27048164699244,-10.062234401708
1534109190000000000,-0.10835602823643001,0.05211932864049,-0.29683803617939997,-0.0020949073136500075,0.37810375317923,-9.931741428374
1534109190100000000,-0.4621579259634,0.4645933568478,-0.3229418754578,0.23266649506901999,0.49577488154174,-9.866276550301
1534109190200000000,-0.37107312381269997,0.19055470675233,-0.3272792726755,0.16657161712636998,0.4759510993956,-9.674211692814001
1534109190300000000,0.22120001539583,-0.3384623989463,-0.26639009118080004,0.22224901840119998,0.54265487231322,-9.809213352207
1534109190400000000,0.6018263936041001,-0.4276599019764,-0.2050958037376,0.0678754910826,0.5329318813978999,-9.810202693939
1534109190500000000,0.4995535880329,-0.058374775573549996,-0.189950145781,-0.05346958786254001,0.39683900699023,-9.660014152528
1534109190600000000,-0.11728988252582999,0.18670324981216,-0.16750625818960002,0.009000501642032005,0.47444498240949995,-9.589419174194001
1534109190700000000,-0.3617458442848889,0.19473464373083335,-0.15239662925411113,0.020577064197877772,0.4755010273721111,-9.733388582865555
1534109190800000000,-0.3121798500419,0.15304820565513,-0.148091416806,0.07730980925271,0.46171899288899,-9.824005413056
1534109190900000000,-0.046894350834215996,-0.16009353995320003,-0.1517151743173,0.031754597276380005,0.4997672587633001,-9.630050373076
1534109191000000000,0.15724940821524,-0.12876663282498998,-0.1521866127849,0.02237616702909,0.4872957199811,-9.689762783049
1534109191100000000,0.21538130938998998,-0.13019489645946,-0.16785393804319998,-0.0486194774503,0.37599891815344,-9.811360549919
1534109191200000000,0.044271065015315005,-0.05136217363177999,-0.178875887394,0.013504171371379997,0.43071347661298,-9.736765003214
1534109191300000000,-0.035636067297289,0.16712834686056,-0.1912268415093,-0.030467884615059993,0.44535681456329995,-9.749843597415
1534109191400000000,-0.16386157367385,0.1808575056493,-0.2294856771827,-0.07284160330893,0.4062573038041,-9.839532852171
1534109191500000000,-0.1549513295295,-0.08771287500859,-0.2665619760752,0.022020377963769988,0.4480277553201,-9.813468647005
1534109191600000000,-0.01798589611419,-0.10925513841222001,-0.2738959670066,-0.0415152080358,0.4833314001561,-9.802837276459
1534109191700000000,0.14693070799097,-0.10460136437326899,-0.2893271297216,-0.0854140628128,0.48022455126035,-9.721116447451
1534109191800000000,-0.00698386123399,0.01971625769509,-0.3069940656424,-0.11661105784580401,0.465167002752447,-9.770631027214
1534109191900000000,-0.1795129247009,0.102681921608672,-0.3504746258257,-0.018262974172818996,0.40328257316715,-9.805082035061
1534109192000000000,-0.1504565520212,0.18996926918618,-0.3668686211109,-0.07262121625231,0.5046313270928,-9.734829139702999
1534109192100000000,0.18641448467973,-0.07395291253934,-0.359121197462,-0.1584507513792,0.53689660280927,-9.668533039096
1534109192200000000,0.2659455686805,-0.127847332181386,-0.3153348743915,-0.13349004723122,0.40915204472833,-9.767622089383
1534109192300000000,0.047119994601142,-0.13841943815340002,-0.2486152425407,-0.17234788723288,0.439875833038344,-9.745966434483
1534109192400000000,-0.14520151913154,0.102351297903798,-0.20038839280610002,-0.15045291380964,0.4538355685771,-9.717758655547
1534109192500000000,-0.22908144742249997,0.02350615076716,-0.190634341538,-0.1444638788699,0.41234711743886,-9.829841995242
1534109192600000000,-0.154335132427526,0.09760279785841999,-0.21574312448509997,-0.09016140401350001,0.47998572802147,-9.708205318452
1534109192700000000,0.12426437530671,0.007787345675742999,-0.2559550002219,-0.23266983330240004,0.4798224598168,-9.742364883426001
1534109192800000000,0.079261432588,-0.018690885719862,-0.28320794403539995,-0.20602641180249998,0.47209183126704,-9.683056449886
1534109192900000000,0.05681353323161999,-0.0029694883851769994,-0.29251629263150003,-0.1303728148342,0.44294970184539995,-9.803978061677
1534109193000000000,0.08536505764355999,0.11558563414150831,-0.2849917143583,-0.2067973300817,0.50840070433923,-9.750297069548001
1534109193100000000,0.8605139434337999,0.2962979897858,-0.2344263911248,-0.27369966804979995,0.4552513487636,-9.557384204866
1534109193200000000,0.8010376334189001,0.4584071755409,-0.12494077049196,-0.155577177135299,0.3680184930563,-9.526626300809
1534109193300000000,0.17421036548912,0.3172489389777,-0.0037294084089834006,-0.12487035319216,0.1991178939118,-9.498722362520999
1534109193400000000,-0.3310964331032,-0.10150502035401199,0.10722498074164999,-0.10290679559117,0.21638505291201202,-9.566182041163
1534109193500000000,-0.6657743096352,-0.2968355983496,0.242731975019,-0.09805616661906999,0.217439144430685,-9.838316345219
1534109193600000000,-0.5966894209385,-0.33781338557594,0.379331228137,-0.12703454885626,0.21067297607629998,-9.691109275818
1534109193700000000,-0.21569841603427775,-0.014202397471909997,0.49107921785766667,-0.1772548357646778,0.2040045797409889,-9.795393837827778
1534109193800000000,0.02840428128832,0.13581427074964,0.5880484044552,-0.10328385103503501,0.2010796518996,-9.7439037323
1534109193900000000,0.15131314061565998,0.1799576744438,0.6448953688145,-0.026557964459209993,0.08159022349857,-9.717238044743
1534109194000000000,0.09855144172908001,-0.0049939830788110024,0.6579681575299999,0.049823103286189996,0.13249310986129398,-9.692048454285999
1534109194100000000,-0.025599511867033697,-0.015210141381245,0.6326228559017,0.019884884729849995,0.12142609357846998,-9.633953571316999
1534109194200000000,0.06836337549607,-0.05344431716949,0.5564113795758,-0.044625492393989996,0.0780451908707,-9.287664794926
1534109194300000000,0.1571587845682,-0.1609437577425,0.4735019892454,0.04725076109172999,0.015460499841748998,-9.441581439972001
1534109194400000000,0.2252611398696,-0.13863625079387001,0.36595400273809997,0.048570426553480005,0.02943742237982,-9.227565193178
1534109194500000000,0.2513148352504,-0.12642612736679798,0.2378306016327,-0.0039644844830300065,-0.04566537141799,-9.144956874847
1534109194600000000,0.12820597533143102,-0.054556124657403005,0.151396843046,0.013712517917300007,-0.07489883601653999,-8.978619194031001
1534109194700000000,-0.028440285241232,-0.04917970355597,0.10369041189549,0.0031254962085599967,-0.13020011577770002,-8.847740077972
1534109194800000000,-0.15143938697874,-0.09048881568018,0.12766066119072,-0.0038422097450699967,-0.1479322161526,-8.864864158630999
1534109194900000000,-0.2771082699299,-0.13152644559739,0.187200716138,0.004688607528660005,-0.18684140481068,-9.208027648926
1534109195000000000,-0.4301908373834,-0.128245545830535,0.2726540252566,-0.08000421859334002,-0.189471658621912,-9.303223991394999
1534109195100000000,-0.3649063467979,0.020762242213828,0.35619987249380003,-0.16048157364139998,-0.18492851331812,-9.627918434143
1534109195200000000,-0.415239304304,0.19288271367543,0.41299914717680003,-0.07346670962837001,-0.22804430052632002,-9.816542053222
1534109195300000000,-0.37011379599579997,0.27721831575019,0.4283674120904,-0.034159264341,-0.16534407269211998,-10.33164281845
1534109195400000000,-0.3237490534784,0.158795659989,0.4088471919299,-0.09553555771719,-0.173603157605958,-10.64685058593
1534109195500000000,-0.3608292669059,0.027504499256638004,0.3523628860713,-0.15808759778730003,-0.10663150325411,-10.91212863923
1534109195600000000,-0.2697349861265,-0.0035375537816377993,0.24366556853049998,-0.11545325219632999,-0.0673073159530421,-11.1074098587
1534109195700000000,-0.27297657877189996,-0.021314222179309998,0.08819098435358,-0.021296730637600004,0.026267871912630004,-10.96329545974
1534109195800000000,-0.13301900234073,-0.050796445831702994,-0.11860555596663,-0.1651781305671,0.15103375241150002,-10.79767999649
1534109195900000000,0.10975449644027999,-0.2345214426517,-0.3710586860776,-0.05124302953480001,0.16674152482297,-10.415238571166
1534109196000000000,0.12495041564118001,-0.35466667711739996,-0.6294766902924,-0.03876176364705,0.31323906704772,-9.953381252295
1534109196100000000,0.3122839465738,-0.37966403067119997,-0.8929158985613,-0.07542999237779,0.33692410886281,-9.792880821228
1534109196200000000,0.45277547240259997,-0.22905349433430003,-1.161900663376,-0.116286186082279,0.35963789857921,-9.461153697972
1534109196300000000,0.3952437639237,0.033976183913267996,-1.3804856538780002,-0.20468575702981,0.37321841586372,-9.58318014145
1534109196400000000,0.090545503306275,0.2039652839306,-1.553618681432,-0.22224520370373999,0.38747217431661,-9.994787120827
1534109196500000000,-0.11847874289372,0.2063693858683,-1.6560843110090002,-0.35223872289059,0.40653574913729995,-10.335076904299001
1534109196600000000,-0.0615117410445043,0.42072953879819996,-1.709983086587,-0.37322878204297,0.3511187002062,-10.977826309191
1534109196700000000,-0.366901470721,0.29211172759529996,-1.73909227848,-0.5016860365868,0.28240964449945,-11.18620557786
1534109196800000000,-0.6909707009793999,0.3816557496788,-1.785335803032,-0.46169386329095197,0.15438764914874,-11.14615974426
1534109196900000000,-0.7843280792236,0.40477974414830004,-1.826006853581,-0.5257909134500178,0.12811257829886,-10.93251028061
1534109197000000000,-1.0101948738094,0.2097362846137,-1.8643788337709999,-0.4630255922676,0.0578208178282,-10.49285526275
1534109197100000000,-1.0034524202336,0.063350688200441,-1.890256297587,-0.4123417325319,0.03916458301236,-9.976043891912001
1534109197200000000,-0.7006462156774,-0.060547919943960006,-1.8584061264989997,-0.5560303710405,0.134205051604598,-9.572695827486
1534109197300000000,-0.19575801566243,0.45100604295749996,-1.7645635962469999,-0.5026117266628,0.17332800980654,-8.993312263490001
1534109197400000000,0.34373361617334003,1.0275448262687,-1.614552080632,-0.4648139156401,0.218098508985765,-8.698889636995
1534109197500000000,0.4858385235072,1.515281844139,-1.418616974353,-0.46908152177959994,0.20605616641679,-8.677859210968
1534109197600000000,0.4973373115064,1.443942499161,-1.192595565319,-0.40694095678632997,0.23523713741448898,-9.042002582549
1534109197700000000,0.7215469896793001,1.0941930472845,-0.9610252976426,-0.45270452238622,0.2524638704955,-9.672343921657
1534109197800000000,0.7064486682416999,0.6548044443132,-0.7330458819866,-0.38021003659823,0.2045032627881,-10.229156112664999
1534109197900000000,0.5483148455621001,0.2907855667173,-0.5556600421668,-0.33552104309205,0.25154105983665,-10.693192386629999
1534109198000000000,0.3246486112475,-0.026613262295789995,-0.45824822187430003,-0.29238602324630797,0.18819561526179002,-10.709353923790001
1534109198100000000,0.084414633177138,-0.3384280890227,-0.4669931203128,-0.22841800954187003,0.20686989128598002,-10.64314231873
1534109198200000000,-0.057861701864703,-0.5611480057239999,-0.4847411870956,-0.165500471461547,0.31911732777961,-10.324572086326999
1534109198300000000,0.17307602800427,-0.7335688352584999,-0.5247084379197,-0.18909083446484,0.31372981667513,-9.873896312718
1534109198400000000,0.3231520771981,-0.5976003944874,-0.5570534765721,-0.11440194845189,0.3444885715841,-9.573722839357
1534109198500000000,0.2385131984948,-0.7951073229312,-0.5833130419256001,-0.07650904059409999,0.25720019973817,-9.494085502619999
1534109198600000000,0.13721198216077998,-0.8817864894865,-0.6009747087957,-0.17841010051762402,0.32471720799791004,-9.296274852753
1534109198700000000,-0.019378504622708,-0.33410894125699997,-0.61937469244,-0.23407466113519998,0.29719770401708,-9.644049358366
1534109198800000000,-0.2375114418566,-0.10629256218678,-0.6175971865654,-0.28471722751862,0.25569522380823,-9.815915870672999
1534109198900000000,-0.45309245586390007,0.14821707252417998,-0.6013546645642001,-0.27948778178547,0.25724769309159,-9.924669551859001
1534109199000000000,-0.4592501819134,0.5423270195722,-0.5544686734677,-0.25368819534779,0.25241416096685,-10.061104297635001
1534109199100000000,-0.5232908338308999,0.7377641707659001,-0.486100500822,-0.31847864091399003,0.28096986133619,-9.916323375701001
1534109199200000000,-0.44361906647689997,0.7869762897491,-0.3985386699439,-0.4199074886739,0.29615104142583,-10.030782413478999
1534109199300000000,-0.306580272317,0.757502835989,-0.2989135473966,-0.26684476137147,0.27199055179963,-9.969663429255998
1534109199400000000,-0.221181912801702,0.7207629799843,-0.1918728351593,-0.28072755336768995,0.42219451554112997,-10.132273864746
1534109199500000000,0.099223983474,0.5182165116071,-0.07083845820153781,-0.25126367900522,0.45073651224363004,-10.016717243195
1534109199600000000,0.4451208889484001,0.13162264134727,0.03534462619572,-0.12220179587570001,0.49319112896929995,-9.980685138705
1534109199700000000,0.7163527488709001,-0.23090714178983,0.12740660384293,-0.18000045828516,0.51338636092841,-9.903002357491001
1534109199800000000,0.6033938884735,-0.4948497116566,0.1611106365918,-0.06492961607876,0.4911563768983,-9.78377838135
1534109199900000000,0.34044101610775,-0.8526366770266,0.13128427714117002,-0.04005364924667999,0.45723116546869996,-9.653410339352
1534109200000000000,-0.12443861030048001,-0.9058383405207,0.06194567792127,0.02545056939118,0.4682642295956,-9.855613994597999
